,title,artist,track_uri,year,pos1999,pos2000,pos2001,pos2002,pos2003,pos2004,pos2005,pos2006,pos2007,pos2008,pos2009,pos2010,pos2011,pos2012,pos2013,pos2014,pos2015,pos2016,pos2017,pos2018,acousticness,danceability,duration_ms,energy,instrumentalness,loudness,speechiness,valence
538,Chan Chan,Buena Vista Social Club,5sbw5zIz9ck2pOEDXUR0QU,1997,539,0,707,403,429,375,376,478,630,473,665,664,553,446,417,462,488,454,483,532,0.833,0.396,256653,0.496,0.00534,-11.728,0.0356,0.679
539,Every Little Thing She Does Is Magic,Police,44aTAUBF0g6sMkMNE8I5kd,1981,540,606,677,721,643,679,911,989,1136,857,872,822,816,684,550,686,753,799,773,938,0.121,0.558,260573,0.768,0.0626,-9.997,0.0343,0.429
540,Knowing Me Knowing You,ABBA,798cuJeotvXP8UVa8GJPnD,1977,541,753,721,904,706,823,759,917,663,746,1007,941,1103,1158,1368,1272,1255,1221,1094,822,0.0399,0.546,241920,0.733,1.11e-06,-7.073,0.0299,0.91
541,Malle Babbe,Rob de Nijs,1VU0IOYvnK7392tq5rnHTn,1975,542,406,451,619,743,635,672,731,1167,742,903,1044,1125,1559,1386,1427,1760,1601,1571,1609,0.657,0.358,254427,0.41,4.96e-06,-8.318,0.0343,0.498
542,Perhaps Love,John Denver & Placido Domingo,1XeCCcv0C9vD6Z8P9E8uhG,1981,543,490,940,774,594,672,703,768,848,713,726,732,808,852,969,1010,1124,1120,1421,1326,0.794,0.393,177307,0.248,1.88e-06,-10.942,0.0363,0.203
543,"Oh, Pretty Woman",Roy Orbison,48i055G1OT5KxGGftwFxWy,1964,544,678,801,647,499,782,776,657,780,675,1102,961,1122,1443,1273,1640,1736,1885,1782,1532,0.715,0.619,178933,0.603,0.0,-9.481,0.0342,0.958
544,You're My Best Friend,Queen,4vhVDkSx9RSb2k6mWFMYNI,1976,545,505,397,439,700,620,695,765,1042,723,581,749,774,940,739,748,817,802,764,642,0.148,0.51,170787,0.76,0.0116,-6.995,0.0411,0.55
545,You're So Vain,Carly Simon,2DnJjbjNTV9Nd5NOa1KGba,1973,546,775,365,480,387,374,431,502,568,457,537,567,570,882,907,714,701,756,695,628,0.157,0.659,258411,0.678,6.69e-06,-8.18,0.0313,0.647
546,Paloma Blanca,George Baker Selection,1j41o4au1RfkOe7Mw9UsCx,1975,547,966,1125,1286,1064,1006,813,797,1059,915,1275,1570,1717,1735,1948,0,1968,1855,1963,0,0.184,0.697,212333,0.712,5.35e-05,-10.605,0.0316,0.943
547,The Girl From Ipanema,Astrud Gilberto,4uC7IrfS1oQuRCVzqj1EJV,1964,548,0,887,433,642,724,827,919,854,773,1646,1477,1799,1891,1766,1877,0,0,0,0,0.898,0.579,395667,0.0858,6.58e-05,-21.308,0.0401,0.341
548,It's My Life,Talk Talk,4jhsuQCUCJKA5f0bXb6XdJ,1984,549,590,534,697,680,556,895,907,1277,816,892,1115,1004,1057,959,936,1030,1122,975,1147,0.197,0.627,232400,0.802,0.784,-8.432,0.0348,0.867
549,September,"Earth, Wind & Fire",2grjqo0Frpf2okIBiifQKs,1979,550,764,814,689,833,854,1043,813,1109,885,875,687,793,472,290,279,243,147,149,117,0.168,0.697,215093,0.832,0.00131,-7.264,0.0298,0.979
550,Telkens Weer,Willeke Alberti,45PcTtMMf5qUGhSTj43ZnE,1975,551,519,863,1203,983,850,837,718,833,781,1055,1284,1570,1591,1612,1978,1705,1528,0,0,0.888,0.354,194200,0.272,0.00314,-10.485,0.029,0.26
551,What's Love Got To Do With It,Tina Turner,4kOfxxnW1ukZdsNbCKY9br,1984,552,1302,1049,1654,1141,878,1131,1265,1605,1224,1536,1529,1615,0,1724,0,0,0,0,1454,0.219,0.851,226880,0.406,6.41e-06,-11.631,0.0661,0.792
552,Three Times A Lady,Commodores,5tBeci1jUffNY0TetHRoIp,1978,553,520,810,691,736,607,490,795,938,700,1083,880,1023,1572,1471,1761,0,1712,1815,0,0.864,0.374,215240,0.159,0.000207,-14.802,0.0294,0.193
553,We'll Meet Again,Vera Lynn,6WdcvzQADmrL8nucimUV6r,1939,554,789,1325,1297,718,1269,930,1278,1286,1117,1285,1250,1604,1688,1718,1899,1643,0,0,0,0.903,0.351,183893,0.153,0.0,-11.954,0.0322,0.212
554,Wonderful Life,Black,0IWtEFQBwRHaMXZQtGEVcM,1987,555,432,720,734,798,814,755,875,852,777,1463,1327,1469,1499,1435,1675,1655,1602,1520,1721,0.705,0.72,287933,0.521,0.36,-12.468,0.0302,0.823
555,One Of These Nights,Eagles,608xszaAxVh4m7NcKJiAbF,1975,556,284,378,364,335,453,395,400,397,385,393,410,427,402,352,348,384,285,309,355,0.0603,0.655,291686,0.606,0.0789,-10.385,0.0285,0.765
556,Time In A Bottle,Jim Croce,561F1zqRwGPCTMRsLsXVtL,1973,557,559,599,682,644,592,578,529,719,598,647,543,622,616,360,333,355,424,363,460,0.848,0.544,146176,0.265,0.0,-11.952,0.035,0.7
557,Heartbreak Hotel,Elvis Presley,6xNwKNYZcvgV3XTIwsgNio,1956,558,699,1113,1191,1092,974,769,960,1237,995,1278,1351,1439,1233,1512,1806,1653,1998,1952,1762,0.84,0.696,127560,0.21,1.62e-06,-11.922,0.067,0.717
558,Cambodia,Kim Wilde,2Sh3g4QYQrIAsvgfTXmSaX,1981,559,423,513,768,603,919,975,1131,1105,922,1175,1037,1268,1335,1307,1255,1225,1213,1126,1142,0.0208,0.683,237707,0.685,0.0177,-5.96,0.0276,0.696
559,Halt Mich,Herbert Grönemeyer,03tZRj3FfeNTu9WFKyG6Wg,1988,560,725,739,402,306,299,206,233,145,207,213,186,242,233,259,240,309,390,364,465,0.799,0.395,205547,0.422,0.00478,-8.323,0.0311,0.196
560,Josephine,Chris Rea,6JFfOp1LTXnyDCTfHlOc9j,1985,561,612,387,308,542,500,529,585,546,522,626,621,708,1082,919,1093,1011,1156,1147,1505,0.0223,0.656,237560,0.469,0.00866,-15.941,0.0281,0.66
561,Summertime,Billie Holiday,62Xj6x2LSWv47PtRAXrg5Z,1936,562,0,1012,789,547,776,859,1151,812,827,1293,1118,1194,1800,1837,0,0,0,0,0,0.903,0.628,173493,0.226,5.66e-06,-14.075,0.0371,0.608
562,Working Class Hero,John Lennon,1yKQBy7olMIqRpziyAzf8c,1970,563,547,559,624,638,596,557,486,700,572,683,600,621,625,659,917,950,1190,1351,1437,0.728,0.484,227933,0.165,1.19e-06,-18.568,0.0498,0.193
563,Het Kleine Cafe Aan De Haven,Vader Abraham,2gKCWjtHSh7S2kTVB4TgIl,1976,564,785,1715,1127,1184,876,906,884,965,921,1414,1749,1603,1879,0,1913,0,0,0,0,0.664,0.416,253387,0.455,6.24e-05,-9.392,0.0307,0.406
564,Eight Miles High,Byrds,2BGNomqCxEDcXyxf8bg27k,1966,565,550,803,451,799,751,728,979,1007,821,1177,1226,1326,1718,1682,1954,0,0,0,0,0.21,0.364,214640,0.768,0.136,-10.492,0.0757,0.37
565,Fox On The Run,Sweet,4yJZP61jBhVTesHBZ0gpQn,1975,566,194,125,491,497,561,507,837,1429,671,1405,1472,1745,1669,1739,1939,1952,1879,1564,1552,0.00698,0.481,200800,0.747,0.0,-6.937,0.0364,0.732
566,Blauw,Scene,2PkSvbqhGtxJHNLh8wh2wI,1991,567,496,432,347,277,494,545,506,687,496,477,469,578,408,490,222,180,186,242,383,0.00131,0.512,236213,0.749,0.0108,-7.08,0.0257,0.283
567,Big In Japan,Alphaville,3BZGi1yUqQyCNC868AqUGG,1984,568,477,468,426,763,721,640,1080,961,789,1358,1014,1135,1409,1384,1461,1589,1674,1411,1674,0.069,0.748,286160,0.414,0.0671,-15.15,0.0405,0.239
568,Time Is On My Side,Rolling Stones,173snwkC4z8Qs4Ec37ESi0,1965,569,939,976,1000,768,1044,1126,1154,1261,1082,1058,1266,1458,1532,1316,1537,1780,1751,1576,1686,0.203,0.222,171760,0.867,0.0,-7.017,0.157,0.429
569,Drive,R.E.M.,3geRffSf6eAruhg23RkpKV,1992,570,0,0,652,483,528,659,851,983,737,730,925,732,750,685,862,1010,1151,1053,1227,0.175,0.467,271333,0.432,0.001,-11.753,0.0283,0.238
570,On The Wings Of A Nightingale,The Everly Brothers,5EAlxwhym8iaKa0tCHCLBH,1984,571,557,187,1058,1030,738,693,754,782,721,1206,1211,1334,0,0,1897,0,0,0,0,0.22,0.587,153887,0.683,0.0,-8.805,0.03,0.843
571,15 Miljoen Mensen,Fluitsma & Van Tijn,2GBJFvDr62eIX24a3t6pBr,1996,572,0,1316,1117,1051,1419,1384,1448,1545,1393,0,1965,1848,791,1558,0,0,0,0,1843,0.0943,0.547,236107,0.631,0.0,-7.063,0.0266,0.481
572,There Must Be An Angel (Playing With My Heart),Eurythmics,1YJ4vpxPL6Wgo8gmRnvqSp,1985,573,740,755,808,1047,806,789,963,1054,901,994,1045,1096,1550,1478,1639,1844,1653,1582,1872,0.342,0.539,280360,0.672,1.05e-05,-11.36,0.0472,0.611
573,Annie's Song,John Denver,4J0DbyODwZJcmIAiTSJfMF,1976,574,400,637,654,647,648,538,566,582,575,652,644,597,488,504,726,646,510,522,525,0.871,0.304,180693,0.305,0.00368,-10.879,0.0298,0.464
574,Bicycle Race,Queen,5CTAcf8aS0a0sIsDwQRF9C,1978,575,626,0,672,681,590,584,630,753,641,713,754,697,486,837,970,991,976,1073,714,0.0626,0.463,180813,0.671,0.0,-6.438,0.0683,0.633
575,Il Volo,Zucchero,2ApvbXrVsOgpEbJ3e7qMeT,1996,576,414,421,420,458,545,480,594,574,525,794,740,633,788,768,756,878,1157,1036,1226,0.0289,0.451,330800,0.356,0.00623,-13.775,0.0289,0.141
576,(You're) The Devil In Disguise,Elvis Presley,0D1pEisM3QkiacGXJe5dmd,1963,577,1305,1215,1760,928,1117,1022,1130,1370,1157,1075,1283,1499,1429,1453,1626,1667,1757,1649,1387,0.575,0.481,140427,0.733,1.18e-05,-7.633,0.165,0.874
577,Summer Holiday,Cliff Richard,054qLeg034PXr1wM3DMstk,1963,578,1081,1282,1388,1604,1516,1560,1510,1465,1487,1710,1882,0,0,0,0,0,0,0,0,0.716,0.601,129333,0.467,0.0,-10.041,0.0263,0.66
578,(They Long To Be) Close To You,Carpenters,2kyVQg00pphEufGT59M2XH,1970,579,565,752,1024,730,846,1160,1205,1008,978,987,975,1173,966,1367,1338,1344,1300,1559,1681,0.726,0.528,273933,0.233,0.000108,-15.362,0.0346,0.208
579,Rendez-Vous 6:02,UK,0,1979,580,373,498,558,511,779,943,940,1209,822,928,970,1256,1230,1335,1296,1336,1902,1683,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
580,Une Belle Histoire,Michel Fugain,1GdtMDRiaF1EnG2LJpELme,1972,581,0,690,695,666,699,471,268,651,478,548,397,363,334,303,345,349,295,313,407,0.47,0.395,195307,0.578,0.0,-7.728,0.039,0.689
581,Gold,Spandau Ballet,2X9fsxb6O6bYEopJYmUbNC,1983,582,668,947,796,1023,874,972,1125,1241,1037,1063,1028,1102,1041,1113,1031,1233,1173,1182,1100,0.258,0.711,231480,0.74,0.0111,-7.776,0.0361,0.639
582,I Heard It Through The Grapevine,Marvin Gaye,1tqT6DhmsrtQgyCKUwotiw,1969,583,859,726,840,837,579,823,714,924,743,675,710,515,653,488,518,790,895,826,932,0.272,0.711,194293,0.362,0.0,-10.851,0.0381,0.616
583,Tainted Love,Soft Cell,4GDmAT5ZZyHdBo32UYDIvM,1981,584,643,656,683,1111,886,1185,1065,1343,1064,1260,1333,1188,1027,1165,1142,1236,1038,1144,997,0.476,0.519,153880,0.51,0.0,-8.057,0.0352,0.652
584,Prikkebeen,Boudewijn De Groot,6xTyqgsvQL7lo4B0rURNaF,1968,585,328,413,262,336,318,386,519,488,415,679,798,880,1139,1066,1309,1496,1444,1630,1755,0.21,0.55,252760,0.447,2.64e-06,-11.853,0.0305,0.424
585,You've Lost That Loving Feeling,Righteous Brothers,6AeyHqzNHJthYJbn0tvJ4b,1965,586,944,989,797,664,977,1059,1197,1170,1014,1207,1384,1574,1786,1482,1649,1871,1963,0,0,0.522,0.369,226453,0.305,0.0,-14.303,0.0267,0.376
586,In Dreams,Roy Orbison,5YsyqcewwE0c1ukzHVciS3,1963,587,552,627,588,488,568,631,498,685,568,827,775,896,1020,1057,1117,1203,1447,1362,1375,0.67,0.495,169160,0.435,0.00038,-9.99,0.0286,0.71
587,Celluloid Heroes,Kinks,3XsuyqZ3gJYvB8DTebUdht,1973,588,102,0,520,560,605,664,618,638,601,822,993,991,1176,1044,1130,1438,0,0,0,0.785,0.441,381233,0.421,0.00102,-14.177,0.043,0.386
588,Sexual Healing,Marvin Gaye,3VZmChrnVW8JK6ano4gSED,1982,589,931,1055,1202,903,588,774,569,871,699,823,674,742,790,742,710,839,877,836,859,0.119,0.805,238600,0.601,0.000129,-9.7,0.0579,0.746
589,Cose Della Vita,Eros Ramazzotti & Tina Turner,63RAhyfI3l2612x8q53BOh,1998,590,0,0,681,844,918,848,1007,1199,994,1313,1083,1238,1193,1395,1611,1783,0,0,1933,0.101,0.683,291133,0.721,0.00075,-8.522,0.051,0.694
590,Ik Kan Het Niet Alleen,De Dijk,20kvV0pVt7BMlW9mZQBzsT,1989,591,466,733,483,374,479,432,322,413,389,392,323,266,431,530,528,630,565,635,625,0.307,0.528,238733,0.845,0.00103,-12.13,0.0359,0.905
591,Guilty,Barbra Streisand & Barry Gibb,60mGckXEG1EzR4VmjYLfEW,1980,592,669,539,752,686,519,401,482,464,488,596,489,725,931,1358,1208,1313,1219,1385,1059,0.231,0.626,264333,0.425,0.0,-15.656,0.0356,0.952
592,Un-break My Heart,Toni Braxton,5Ihd9HrPvOADyVoonH9ZjB,1996,593,892,0,1448,1473,1855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.413,0.625,270333,0.426,0.0,-8.392,0.0271,0.112
593,Turn Turn Turn,Byrds,5qBqBdfTEIWJwAS0Jm2F5R,1965,594,625,748,833,1031,907,1062,1137,1101,1025,1468,1285,1364,1468,1370,1676,1872,1940,0,0,0.135,0.452,229360,0.818,2.72e-05,-8.124,0.0439,0.755
594,Get Ready,Rare Earth,6pN3ra1mEPtjFsdCvDDHW3,1970,595,567,876,476,347,622,611,757,907,640,826,816,813,983,927,870,1073,1272,1426,1657,0.00283,0.413,1292293,0.869,0.529,-5.843,0.0441,0.65
595,Love Games,Level 42,3AtRLBfjTrY3P1MkDQ6Kst,1981,596,1449,501,997,1172,1810,1674,1741,1767,1562,1783,1701,1787,1712,1815,1256,1638,1683,1667,1956,0.0802,0.762,253000,0.914,0.00669,-6.848,0.0487,0.812
596,China In Your Hand,T'Pau,0ow5yxh0ouMJ0om8EyEt8P,1987,597,982,891,899,1431,1133,1193,1399,1290,1240,1502,1518,1537,1562,1644,1748,1971,0,1956,0,0.395,0.329,306280,0.527,4.43e-05,-8.453,0.034,0.456
597,Even Aan M'n Moeder Vragen,Bloem,2Qb2xTuF6qLsLirZxlvkBk,1980,598,784,937,998,885,1046,1299,1485,1463,1237,0,0,0,0,0,0,0,0,0,0,0.127,0.536,179533,0.731,0.0,-6.871,0.0766,0.676
598,Rhapsody In Blue,George Gershwin,6Ja8l9ta38uFh1411knzs2,1924,599,1042,1667,0,0,1997,1868,0,0,0,0,0,0,0,0,0,0,0,0,0,0.961,0.297,1101213,0.104,0.883,-21.646,0.0387,0.0526
599,Ashes To Ashes,David Bowie,37CRPk0L5ZpfPeePEPwE0t,1980,600,744,1081,744,677,839,1265,1056,1229,989,1030,945,1101,833,757,736,851,310,604,768,0.273,0.71,266160,0.743,0.000406,-10.553,0.0507,0.866
600,Boogie Wonderland,"Earth, Wind & Fire",6ztstiyZL6FXzh4aG46ZPD,1979,601,879,692,678,1164,1048,1153,1036,1165,1055,1002,916,1084,620,584,569,650,595,543,683,0.0843,0.802,288293,0.756,0.00765,-10.791,0.0349,0.963
601,On The Border,Al Stewart,6GXl3ADX2Lw5JaOSk620j2,1977,602,320,197,189,298,360,374,435,339,342,859,564,859,1128,1354,1435,1478,1529,1378,1920,0.0571,0.477,202293,0.642,2.02e-05,-12.427,0.0331,0.729
602,Superstition,Stevie Wonder,1h2xVEoJORqrg71HocgqXd,1973,603,898,1102,949,1009,817,1124,1101,1188,1047,786,561,485,590,411,525,546,447,508,491,0.038,0.633,245493,0.634,0.0064,-12.115,0.0725,0.872
603,My Home Town,Bruce Springsteen,6dahFmHrgncgVJjsI1ws7e,1986,604,0,497,468,471,395,458,416,281,381,600,590,600,573,453,537,633,517,632,573,0.486,0.652,279667,0.338,5.9e-05,-11.58,0.0367,0.392
604,Senza Una Donna,Zucchero ft. Paul Young,3ShEGKdskF0ke7iW2u9gjD,1988,605,0,788,1163,811,777,741,706,523,665,923,763,832,1288,1372,1212,1189,1273,1558,0,0.313,0.604,267333,0.344,4.36e-05,-14.944,0.0299,0.488
605,The Guitar Man,Bread,1mcQF2Oq45J4RaqvhvZps7,1972,606,568,590,460,533,655,665,694,617,614,929,850,1146,1450,1687,1903,0,0,0,0,0.231,0.279,225053,0.646,0.0011,-7.907,0.0464,0.485
606,Mon Amour,BZN,2VJn70jurhDVgu9SmHsOUK,1976,607,384,857,844,974,630,373,443,317,435,850,913,1305,1502,1583,1628,0,0,0,0,0.203,0.161,247707,0.704,0.000161,-3.351,0.0353,0.581
607,Can't Get It Out Of My Head,Electric Light Orchestra,1f94GhohgeVq9SNwyFI691,1975,608,462,282,325,273,589,739,850,1061,646,894,777,1437,1180,1151,1288,1160,1338,1303,1728,0.748,0.226,261467,0.382,0.0084,-14.449,0.0281,0.33
608,Annabel,Hans De Booij,41Wklq87430ovCkiHchbN2,1983,609,945,862,935,665,693,863,952,1070,854,998,1180,879,959,1173,1227,1405,1660,1666,1857,0.0594,0.805,212600,0.52,3.97e-06,-13.974,0.299,0.593
609,Back Home,Golden Earring,1MbOhpUF9pna1yeGvkafY6,1970,610,476,585,868,604,766,564,627,845,655,810,719,1011,734,995,1140,1302,1235,1291,1550,0.0628,0.472,231773,0.837,0.00052,-6.358,0.0483,0.739
610,I'll Find My Way Home,Jon & Vangelis,3RjyVvrqmS26Sq6vUMswWd,1982,611,656,400,447,790,709,761,682,1073,738,1150,1159,1240,1278,1333,1479,1579,1752,1811,1918,0.197,0.538,271307,0.413,0.00123,-14.745,0.0314,0.7
611,Vanmorgen Vloog Ze Nog,Tsjechov,2WZBD5MI3pVaKIweuZj5pc,1988,612,0,0,1109,1014,953,870,865,722,853,1225,0,1397,1423,1674,1866,0,0,0,0,0.833,0.516,306893,0.159,0.00092,-20.705,0.0297,0.153
612,When A Man Loves A Woman,Percy Sledge,51FpzuGkRYXFgsE2zXt9av,1966,613,1123,1616,1478,868,864,754,1066,1160,975,1258,1110,1070,1277,1207,1223,1116,1189,1152,1424,0.13,0.516,173867,0.15,0.0755,-20.41,0.0272,0.206
613,This Is My Life,Shirley Bassey,5AekZ09BYaQwCakcdxNXJS,1979,614,973,850,530,939,1023,1002,915,1117,947,959,1172,1192,1358,1393,1348,1551,1827,1602,1675,0.301,0.422,239667,0.481,3.49e-06,-14.312,0.0488,0.411
614,I've Had The Time Of My Life,Bill Medley & Jennifer Warnes,4BFMQ15vXr626UOoZL8bUI,1987,615,741,998,1248,1445,1317,1511,1524,1666,1463,0,1809,1994,1887,1851,1738,1819,1786,1881,1869,0.0874,0.7,289067,0.781,0.00342,-8.255,0.0507,0.385
615,Honesty,Billy Joel,34E0Higz6fFVXlbVsn6TIW,1979,616,700,625,772,863,892,797,954,898,846,1247,1131,1345,1395,1501,1341,1484,1428,1637,1803,0.415,0.552,233507,0.265,0.0,-15.482,0.0332,0.212
616,Lessons In Love,Level 42,3EGI5qmVmGlfgy9BmNb1R8,1986,617,634,666,700,1129,1240,1412,1270,1868,1312,1595,1358,1411,1526,1375,1047,1271,1256,1248,1378,0.159,0.709,246013,0.839,0.00209,-8.403,0.0367,0.864
617,Song For Guy,Elton John,71zJRiAG1f817v9R9tYMvg,1979,618,867,935,1231,1363,1157,1398,1494,1733,1408,1850,1641,1958,0,0,0,0,0,0,0,0.0175,0.459,413867,0.165,0.000276,-15.95,0.047,0.123
618,You Don't Bring Me Flowers,Neil Diamond & Barbra Streisand,7qmqeHzgNQTOnl1NUgRFO4,1978,619,685,427,1665,1793,1321,1243,987,1347,1188,1355,1216,1714,1779,1381,1269,1654,1532,1530,1948,0.878,0.16,195400,0.123,2.24e-05,-18.111,0.04,0.239
619,If,Bread,5d97tyZnIw9OGuk4Lj2oPI,1971,620,539,675,496,663,740,726,753,800,704,941,853,1060,1485,1693,1644,1936,0,0,0,0.906,0.279,153560,0.191,0.000177,-14.488,0.0297,0.31
620,Uma Casa Portugesa,Amalia Rodrigues,67dGVvu98Gv7b0TlE4vRxM,1956,621,844,805,929,704,663,260,1093,728,652,0,1806,1953,0,0,0,0,0,0,0,0.893,0.505,161533,0.338,0.00123,-12.347,0.0342,0.774
621,One Night,Elvis Presley,6zGg2IF0FJYXRaOTPGWa24,1959,622,0,1264,1113,784,962,743,778,974,847,1033,1299,1679,1613,1813,1874,1912,0,0,0,0.823,0.206,185853,0.865,0.882,-10.77,0.154,0.59
622,Lea,Cats,5U4zGdqxaRftV0h4gVp897,1968,623,527,669,494,513,468,528,361,416,423,385,382,486,493,609,530,661,777,1044,963,0.391,0.177,221987,0.522,0.00242,-7.724,0.0332,0.417
623,Congratulations,Cliff Richard,1ZfbMOw5VSh5Qqr8hgLCkJ,1968,624,1093,1417,0,0,1996,1925,1983,1926,1884,0,0,0,0,0,0,0,0,0,0,0.133,0.478,151800,0.681,0.0,-5.2,0.0291,0.962
624,Stir It Up (Live),Bob Marley & The Wailers,0b4rtFdsj7JnNDaZLvNTLE,1979,625,0,768,666,595,392,588,661,611,578,641,554,644,721,764,1011,1223,1226,1355,1111,0.0992,0.673,317027,0.823,4.74e-05,-6.942,0.0534,0.803
625,Lucy In The Sky With Diamonds,Beatles,25yQPHgC35WNnnOUqFhgVR,1967,626,0,858,1015,975,1010,918,748,723,804,590,702,695,893,702,953,1053,920,844,818,0.0469,0.311,208467,0.325,0.0,-9.042,0.0283,0.668
626,Crying In The Rain,The Everly Brothers,3lWuagNhAzcqOikD5KnBku,1962,627,0,1531,1465,1511,1460,1597,1608,1599,1561,0,1940,0,0,0,0,0,0,0,0,0.622,0.61,120307,0.378,0.0,-9.381,0.0279,0.48
627,Kl 204 (Als Ik God Was),Peter Koelewijn,6rQ7q6fygASodEx5BPDyvM,1978,628,526,678,599,834,913,785,756,957,790,883,843,1033,1588,1472,1507,0,0,0,1863,0.431,0.498,302973,0.61,2.88e-06,-9.015,0.035,0.521
628,Sacrifice,Elton John,0e3yhVeNaTfKIWQRw9U9sY,1990,629,1005,815,1548,1322,1409,1692,1544,1983,1569,0,0,0,0,0,0,0,0,0,0,0.0165,0.756,304133,0.422,0.00183,-12.967,0.0292,0.487
629,Driving Home For Christmas,Chris Rea,3Z3QhZAZpqwZa1phsbQ3JZ,1986,630,0,630,546,748,560,566,639,552,597,528,580,587,923,732,677,647,564,615,832,0.328,0.497,240213,0.661,0.000317,-9.047,0.0361,0.894
630,Drive,Cars,3wfujdbamR3Z46F4xav7LM,1984,631,524,808,922,925,877,1045,1347,1447,1134,1341,1341,1480,1864,1922,1620,1714,1646,1513,0,0.124,0.582,234493,0.606,0.00139,-9.961,0.0289,0.504
631,I Will Always Love You,Dolly Parton,6nRvgo4ySezQKD1D7NIqAu,1983,632,0,941,829,1262,837,832,855,805,844,1191,1066,1318,1428,1469,1303,1258,1147,1098,1232,0.96,0.446,176093,0.142,0.00114,-13.498,0.0335,0.156
632,You Needed Me,Anne Murray,5d4E1hgkLyb7sXr5J3InnM,1978,633,0,1035,1039,1117,942,909,878,588,795,0,1579,0,0,0,0,0,0,0,0,0.431,0.497,220267,0.296,0.0,-10.756,0.0302,0.171
633,Do It Again,Steely Dan,2BstRQGodshjGpeDGQiNgo,1972,634,498,453,587,566,675,896,1041,1111,823,1004,963,1085,1107,1112,1268,1505,1713,1557,1810,0.218,0.682,356733,0.537,3.07e-05,-10.254,0.0323,0.963
634,You Can Call Me Al,Paul Simon,0qxYx4F3vm1AOnfux6dDxP,1986,635,601,135,640,874,927,679,955,1238,837,927,1061,868,679,577,693,709,607,713,676,0.182,0.776,280000,0.763,0.0065,-8.124,0.0535,0.82
635,Don't Stop,Fleetwood Mac,4bEb3KE4mSKlTFjtWJQBqO,1977,636,566,527,586,767,669,762,794,748,709,749,760,827,696,527,608,719,765,853,701,0.0393,0.671,193347,0.71,1.12e-05,-7.724,0.0356,0.834
636,State Of Independence,Donna Summer,3mZ6PVxWBhCycZxeEJQDNs,1982,637,776,882,767,719,700,922,1016,1051,880,913,839,942,817,745,857,1007,963,954,763,0.182,0.747,351493,0.696,0.0574,-8.696,0.177,0.875
637,Greatest Love Of All,Whitney Houston,6yJxCltgtmGxIgKOS6ndnu,1986,638,1321,1261,1639,1899,1877,0,1869,1784,1832,1847,1810,0,1651,1468,1502,1607,1756,1622,1286,0.484,0.502,291400,0.305,3.55e-06,-16.011,0.0339,0.248
638,Hilversum 3,Herman Van Veen,6keGqxVHc8JoEmi9ZUQVpa,1984,639,0,621,901,1071,626,806,808,741,761,838,969,881,1123,1007,1125,1004,948,1162,1201,0.519,0.519,232320,0.282,0.00144,-17.265,0.0369,0.588
639,It's A Long Way There,Little River Band,7vMS7xSaSUwpirgzD346Q6,1976,640,530,573,423,635,658,648,716,892,677,719,604,842,1015,1030,825,995,1166,1272,1336,0.19,0.392,524533,0.594,9.48e-05,-11.059,0.0444,0.304
640,Dancing In The Street,David Bowie & Mick Jagger,6FnuMo55jNECTDdS1nD5H0,1985,641,0,723,780,997,816,926,1045,1090,967,824,806,939,1371,1054,988,1028,523,830,961,0.117,0.6,204787,0.816,0.0,-13.64,0.0431,0.744
641,Living Next Door To Alice,Smokie,4a8ZMNLB75047bY2I7oABt,1977,642,878,898,1069,1087,1137,993,1031,1344,1114,1309,1406,1517,1898,1972,1995,0,0,0,0,0.107,0.591,207693,0.396,0.0,-14.753,0.0371,0.781
642,Max,Paolo Conte,68r4ENiIIMpJde4qZh3I4N,1988,643,636,495,783,498,678,712,770,882,702,521,411,566,527,630,503,501,468,478,1102,0.397,0.494,224773,0.234,0.203,-16.365,0.0313,0.18
643,Do You Wanna Dance,Cliff Richard,3V3mUDdc8dH93l6LoTKoTh,1962,644,881,749,1450,1334,1342,1375,1478,1412,1364,1623,0,0,0,0,0,0,0,0,0,0.0918,0.59,134120,0.947,3.16e-05,-5.84,0.0479,0.972
644,A Groovy Kind Of Love,Phil Collins,5OHUTC4EvTbL0DuZQRIGGX,1988,645,0,1093,1146,1025,1095,1582,1599,1960,1482,0,1915,0,1438,0,0,0,0,0,0,0.235,0.452,210733,0.306,1.91e-05,-9.632,0.0274,0.182
645,Don't Let The Sun Go Down On Me,George Michael & Elton John,7xGOvQukPKKQVLiJOPSmt0,1991,646,736,880,761,870,1035,1383,1049,1193,1065,1402,1103,1233,1303,1150,1347,1264,1266,714,425,0.494,0.435,346813,0.547,0.0,-8.092,0.0287,0.26
646,Take My Breath Away,Berlin,15MJ5NThPjj6xhPcts8MiY,1986,647,734,646,760,1198,1038,1660,1592,1479,1328,0,0,0,1904,1986,1787,1945,0,1827,1930,0.0613,0.497,255733,0.719,0.0,-9.397,0.0266,0.547
647,I Won't Let You Down,PHD,4Puh2M4qWDAY5qYMdIYic1,1981,648,830,645,728,649,523,1041,1029,1038,831,1106,1237,1174,1444,1220,1486,1247,1311,1456,1458,0.492,0.643,229440,0.351,0.000106,-14.341,0.0266,0.588
