,title,artist,track_uri,year,pos1999,pos2000,pos2001,pos2002,pos2003,pos2004,pos2005,pos2006,pos2007,pos2008,pos2009,pos2010,pos2011,pos2012,pos2013,pos2014,pos2015,pos2016,pos2017,pos2018
1653,Nothing's Gonna Change My Love For You,Glenn Medeiros,7pUJSr5pgnQjCTc7PfiUVA,1988,1654,1622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1654,Longer,Dan Fogelberg,56ilrbKJF2bph5W6eZaM5E,1980,1655,0,1082,1418,1864,1892,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1655,No Dogs Allowed,Jose Feliciano,4fwp02JwQWEN2OxtQVBLx8,1970,1656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1656,If You Go,Barry & Eileen,6fA7vZD7BZ9BqZm4DTbU4s,1975,1657,1557,1602,1684,1898,1714,1751,0,1828,1934,0,0,0,0,0,0,0,0,0,0
1657,Mexico,Les Humphries Singers,0lLQ5Bgf2hAg8TU33xoiGX,1972,1658,1338,1169,1165,1103,1332,1313,1766,1717,1488,0,0,0,0,0,0,0,0,0,0
1658,Never Can Say Goodbye,Gloria Gaynor,3b9Cpi8jW9jNoyx72QbfRO,1975,1659,1896,0,1958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1659,I'll Be There For You,Solid Harmonie,4cgeOQBQzS7x5Bvd8hFO95,1997,1660,1774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1660,I'm Specialized In You,Time Bandits,2ZFePG6kPGYaKXj3aMzbXV,1983,1661,1610,1643,1791,1790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1661,La Poupee Qui Fait Non,Michel Polnareff,245la2fLeLCOpBWDjgE8rj,1966,1662,1179,1942,1884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1662,Love Is In The Air,John Paul Young,3c4OULLWwgRqBfA2dJtRuY,1977,1663,1848,1935,1950,0,1966,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1663,Pittsburg In The Rain,Leon de Graaff,3HVjyzEPZYrPGdHeWbJ5DG,1971,1664,0,1819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1664,Take It Or Leave It,The Searchers,4XlIoFeNG3DYSOdVTQog2F,1966,1665,1528,1751,1735,1514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1665,The Windmills Of Your Mind,Jose Feliciano,1irZB6zPbYLCCBsVlFU1Ef,1969,1666,0,0,1786,0,1682,1647,1482,0,1946,0,0,0,0,0,0,0,0,0,0
1666,Thought You Were On My Side,Cock Robin,2Ke6mshSdHeJ0AedHF0jmm,1986,1667,0,0,0,0,1794,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1667,Rich Girl,Hall & Oates,0qRR9d89hIS0MHRkQ0ejxX,1977,1668,0,0,444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1668,With A Girl Like You,The Troggs,3VGBUfN2EOVHJ4Y92yIh2f,1966,1669,1809,1658,1943,1849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1669,Simple Song Of Freedom,Tim Hardin,5fxyKhvwBlsmLkhNph6yc3,1970,1670,0,1635,0,0,0,1934,0,1951,0,0,0,0,0,0,0,0,0,0,0
1670,Something,Shirley Bassey,7KarW18mqK87nTQc4QrVvk,1970,1671,0,0,0,1917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1671,Take The A train,Duke Ellington,4p4XgwnZJCYOWSvz8ruiOY,1941,1672,0,1679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1672,They Shoot Horses Don't They,Racing Cars,5aTLIaSTrDIMnJb9UFS53t,1977,1673,0,1902,1946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1673,This Wheel's On Fire,Julie Driscoll & The Brian Auger Trinity,26ADwZU5NiEq14qcdPbSTa,1968,1674,1697,1910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1674,Tom Dooley,Kingston Trio ,5rivhNukBcqEX41XQDLYi9,1959,1675,0,1945,1721,1719,1909,1634,0,0,0,0,0,0,0,0,0,0,0,0,0
1675,Try A Little Love,Oscar Harris,4AywSfRlRC2IDPWVSrp2bM,1970,1676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1676,What The World Needs Now,Dionne Warwick,6QhJngmKqelOcCc3bUiKYY,1967,1677,1751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1677,World Of Birds,Q65,79BmVIS5V8haqoLTZhufXO,1967,1678,0,0,1437,1471,0,1866,0,0,0,0,0,0,0,0,0,0,0,0,0
1678,Play It Cool,Freiheit,3W4un4CvR1lMgMrvEDA2MR,1988,1679,1626,1521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1679,Surrender,Jon Anderson,4FruXtAuUaMZmX6ioHJKhR,1982,1680,1353,1733,1542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1680,Sussudio,Phil Collins,4qM461TqtpnP4GLRIXwEnW,1985,1681,0,1349,1645,1640,1807,1644,1820,0,1904,0,0,0,0,0,0,0,0,0,0
1681,Dance On Little Girl,Paul Anka,7hicCfvTRlRjkrHYim5Gp4,1961,1682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1682,Goodbye My Love,Searchers,0ISi0rFiU16DwyRsb5NUNL,1965,1683,1711,0,1625,1890,1941,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1683,Cocaine In My Brain,Dillinger,2DbwN7qVhcfHe09iXzSoIc,1977,1684,0,1530,1925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1684,City Of New Orleans,Arlo Guthrie,0P6TTXbSLGrSoTNMz5kvB7,1972,1685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1685,Egyptian Reggae,Jonathan Richman & The Modern Lovers,6luyViGYiEnCerudBySTcz,1977,1686,1432,1927,0,0,1972,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1686,Callow-La-Vita,Raymond Frogatt,3eKBhxJAk5DL4Gu5QBu78k,1968,1687,1759,1798,1745,1942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1687,Car Wash,Rose Royce,07RgAeKIlahtqeCw25SkTu,1977,1688,1590,1983,1823,0,1862,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1688,Chirpy Chirpy Cheep Cheep,Middle Of The Road,2ZAqFu7QLIoNXSkvpwrKMU,1971,1689,1820,0,1740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1689,Come Back My Love,Darts,7lXctJmIMds1ztDuRAfBTg,1978,1690,1368,1528,1928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1690,Baretta's Theme,Sammy Davis Jr.,0paVRKNExLsN5WCMfh6N7t,1976,1691,1703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1691,Bluesette,Toots Thielemans,2R5JYdn5oF7rCDZRdbq636,1978,1692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1692,Feelin' Alright ,Joe Cocker,3sScXMCLcwQHRhMVzo5HaW,1972,1693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1693,Groovin',Young Rascals,3c2kMiSB86tVq1J4oULmvL,1967,1694,1665,1720,1997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1694,Long Tall Sally,Little Richard,507IFqPuG8mBQoKebfGG9t,1956,1695,1386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1695,Mr. Bojangles,Sammy Davis Jr.,1DGaqkDcIYIBZSpW5vyoOL,1972,1696,0,0,0,0,1209,1235,1107,1428,1483,1093,1007,728,972,978,1016,1217,1337,1284,1472
1696,Ik Zie Een Ster,Mouth & MacNeal,36ZnMUDoSrGUV8moDcilOF,1974,1697,1779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1697,"Love Me, Please Love Me",Michel Polnareff,2edyuIOPsZrZLBwnsC1u80,1966,1698,1508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1698,La Bamba,Trini Lopez,4mciPC5X9gh6H12FUc03Ae,1963,1699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1699,Dear Mrs. Applebee,David Garrick,2fJWb9soGMgOvZCEnieLEN,1966,1700,1718,1810,1905,1835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700,I'm So Glad To Be A Woman,Love Unlimited,0,1981,1701,1776,1627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1701,It's A Heartache,Bonnie Tyler,2pag2vElkdroT8hIO4Gozi,1978,1702,0,1537,1980,1963,1715,1842,0,1837,1960,0,0,0,0,0,0,0,0,0,0
1702,Je Wordt Ouder Papa,Peter Koelewijn,0uBGUyTTXpjP3hQlStQFEc,1977,1703,1561,1889,1840,1995,1900,1541,1629,1820,1704,0,0,0,0,0,0,0,0,0,0
1703,Last Night A DJ Saved My Life,Indeep,34jtsFqKNRSJFa0r6ZRqQh,1983,1704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1704,Looking For Clues,Robert Palmer,0uc0zqpy99nF71nnT6eW1R,1981,1705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1705,Love Story (You And Me),Randy Newman,2h9uCNUYH0mJkeEwQChtT8,1968,1706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1706,Moviestar,Harpo,4t9EUCjCPbdfqtOH25k8AU,1975,1707,1182,1457,1876,1737,1867,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1707,If You Hold My Hand,Donna Hightower,30uxKZ5o66HmdDCXwIH7TR,1973,1708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1708,My Sharona,The Knack,1HOMkjp0nHMaTnfAkslCQj,1979,1709,0,1744,1700,1509,1918,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1709,Puppet On A String,Sandie Shaw,7f5w4aiYgVZrp9w4bNaBLu,1967,1710,1975,0,0,0,0,556,0,0,0,0,0,0,0,0,0,0,0,0,0
1710,Under The Boardwalk,The Drifters,65jrjEhWfAvysKfnojk1i0,1964,1711,1641,1884,0,1786,1736,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1711,On My Own,Patti Labelle & Michael McDonald,29UXndgjLVTUZ8b1Mhz9CR,1986,1712,1453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1712,This Guy's In Love With You,Herb Alpert,5hffP5gJFe1zByXf7BIeYq,1968,1713,1913,0,341,0,1948,1763,1863,0,1937,0,0,0,0,0,0,0,0,0,0
1713,When You're In Love With A Beautiful Woman,Dr. Hook,1UiKUFbCfgbVjwY8W657Pv,1979,1714,0,1524,1412,1298,1792,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1714,Yesterday Man,Chris Andrews,5BCcTvJhJ2cEAM9IUSh7vI,1965,1715,0,1848,1870,1632,1775,1948,0,0,0,0,0,0,0,0,0,0,0,0,0
1715,No More Boleros,Gerard Joling,5QVUomBmmBfy5EBooCIhKp,1989,1716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1716,Out Of Time,Chris Farlowe,701LzRhwgjnJgxEILYspx5,1966,1717,1733,0,1991,1897,1883,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1717,Shame Shame Shame,Shirley & Company,0,1975,1718,1740,1979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1718,Something In The Air,Thunderclap Newman,0emd9tHSVP4dK6UG4pcOFD,1969,1719,1633,1833,1909,0,1823,1723,1835,1813,1806,0,0,0,0,0,0,0,0,0,0
1719,Walking On The Chinese Wall,Philip Bailey,5pRRRWBKQhMp1xvwQDh7P2,1985,1720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1720,Put A Little Love In Your Heart,Annie Lennox & Al Green,3qkiG7zziOi89bxsihFjG4,1988,1721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1721,Borriquito,Peret,7uhGDWrWQDFYNLnJlhPt9F,1971,1722,1922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1722,Do You Love Me,Sharif Dean,7L37sPazJ1mQIjimNa5hus,1973,1723,1594,1711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1723,Feel The Need In Me  ,Detroit Emeralds ,3GeGLYYoit5gtQ7CPlXAyn,1973,1724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1724,A Hole In My Shoe,Traffic,631AQDVTn4ZJRBFDeFMlZ4,1967,1725,1087,1434,1446,1922,1628,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1725,A Far L'amore Commincia Tu,Raffaela Carra,4RGMka1jhff27B8zMkMWRO,1977,1726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1726,Baby Come Back,Equals,6zlJXSjlMD0usP9nnPVigY,1968,1727,1756,1949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1727,Coward Of The County,Kenny Rogers,0JkIre0YxNmKGMU5V7ZiDx,1980,1728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1728,Dancing On The Ceiling,Lionel Richie,0snPJPxkk0MbTc0xeUvAPt,1986,1729,1314,1777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1729,Don't You Write Her Off,"McGuinn, Clark & Hillman",6ggyiPr1lwYXWMuSoXqznQ,1979,1730,0,1695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1730,Ginny Come Lately,Brian Hyland,5UF2d8uk5JHmRsBfLHvYdo,1962,1731,0,1856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1731,Tired Of Waiting For You,Kinks,3sFnC76vUu0dtHUM5Z5bLL,1965,1732,1640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1732,Sunny Girl,Hep Stars,5Y4LEcVHTi9TGbFwwLiKtv,1968,1733,1635,1681,1888,1955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1733,Melting Pot,Blue Mink,05OvOewY9iHbq9fwMh49O1,1970,1734,0,1327,1525,1661,0,1694,0,1968,0,0,0,0,0,0,0,0,0,0,0
1734,Rosetta,Georgie Fame & Alan Price,0XHIMipJPpVP6NNGMGFhuV,1971,1735,0,1924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1735,How Do You Do,Mouth & MacNeal,3DijXDOWwsrg43D0Se345d,1971,1736,1887,1841,0,0,1845,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1736,Smoke Gets In Your Eyes,Blue Haze,3kiHKOtFYoM3ULlPHNyp7T,1972,1737,1903,0,0,1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1737,Leonie,Arjan Brass,0,1976,1738,0,1511,1813,1921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1738,Listen To What The Man Said,Paul McCartney & Wings,4zCACGvQsRb9UI1qo2Yclt,1975,1739,0,1553,1830,1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1739,Lay Your Love On Me,Racey,1as0uTeW3VLa9ifg8Gi9Fe,1979,1740,1448,1395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1740,I'm In The Mood For Dancing,Nolan sisters,2uQGPg6pgn5fGKVgBRkURP,1980,1741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1741,Reggae Night,Jimmy Cliff,1OE5bn5HUmCqTLNpo13ya3,1983,1742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1742,My Prerogative,Bobby Brown,0FjMLXne5a6RXzlZyl6ftr,1989,1743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1743,Roses Are Red,Bobby Vinton,0qYok0f8O5DE8yJSo146dn,1962,1744,1876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1744,Yellow River,Christie,4VnzKUBMB6cvog8Jvv1few,1970,1745,0,0,0,1582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1745,Paleis Met Gouden Muren,Conny Vandenbos,1xw3uUilop7K1jB5jwT3Sx,1966,1746,0,0,0,0,0,465,0,0,0,0,0,0,0,0,0,0,0,0,0
1746,Shining Star,"Earth, Wind & Fire",0RgcOUQg4qYAEt9RIdf3oB,1975,1747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1747,Send In The Clowns,Judy Collins,3evTbfCtMxbUwTQIn7QOcG,1975,1748,0,1871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1748,Sunshine Reggae,Laid Back,0z0JSkE5Nw3i3nin3BBSuG,1983,1749,1800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1749,Rio,Maywood,4DFLe29ryqXWs4AXYPm7pB,1981,1750,1738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1750,A Guy Is A Guy,Doris Day,1lZSR5NKeNGuCPSTNL7BhW,1952,1751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1751,Seasons In The Sun,Terry Jacks,0X3d9gx7UDYgcwwkgTeNLR,1974,1752,1794,0,0,1690,0,1854,0,0,0,0,0,0,0,0,0,0,0,0,0
1752,Tonight I Celebrate My Love,Peabo Bryson & Roberta Flack,7JOyY9GA3P2Evx50oetDKb,1983,1753,1952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1753,I Won't Let The Sun Go Down On Me,Nik Kershaw,65YtzNpiPhGVzg6GPzkotn,1984,1754,1717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1754,Late At Night,Maywood,63Xwpax0X3KmHAGDsY4oV9,1980,1755,1616,1804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1755,Backstabbers,O'Jays,3jM95h132T2NlQHFKSqiXV,1972,1756,1817,1559,1931,1654,0,1642,0,0,0,0,0,0,1577,1875,1929,0,0,0,0
1756,Break My Stride,Matthew Wilder,1mCsF9Tw4AkIZOjvZbZZdT,1984,1757,0,0,1026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1757,China Grove,Doobie Brothers,7cy1bEJV6FCtDaYpsk8aG6,1973,1758,1548,1668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1758,Deep Water,Grapefruit,1VxBHa0qllm37kym3Js9wc,1969,1759,1765,0,0,1919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1759,Forever And Ever,Slik,2tMglaeT20lNF5ZqkXZnuO,1976,1760,0,0,1877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1760,Little Girl,Syndicate of Sound,3UxZw2CfZ3dmNIii4CxMtG,1966,1761,1335,0,1571,0,1668,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1761,Axel F,Harold Faltermeyer,2kgqupahrJpYB4r1poTXEY,1985,1762,1816,1939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1762,Bad Bad Leroy Brown,Jim Croce,1O0xeZrBDbq7HPREdmYUYK,1973,1763,1702,0,673,1859,1963,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1763,Dag Zuster Ursula,Rob de Nijs,5CbSKFHtoheVWjXd1TnCEN,1973,1764,1763,1424,1809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1764,Do You Love Me,Contours,0MRYsngZv8UGICDehOYuYJ,1963,1765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1765,Fire,Arthur Brown,6cVdoWiwNGbmE6tcpZ2GSc,1968,1766,1664,1911,0,0,0,0,0,0,0,0,1985,0,0,0,0,0,0,0,0
1766,Hurts To Be In Love,Gino Vannelli,56he5YMAaX9CKBQl9f3i5U,1985,1767,0,1726,1559,695,0,1397,0,0,0,0,0,0,0,0,0,0,0,0,0
1767,Here It Comes Again,Fortunes,1UGRl3kBWlc0aEe2jafsyZ,1965,1768,1715,0,1982,1770,1773,0,1700,0,0,0,0,0,0,0,0,0,0,0,0
1768,I'd Like To Teach The World To Sing,The New Seekers,0VYhyWRfiiJQ5WRm3EOczU,1972,1769,1888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1769,I've Seen That Face Before,Grace Jones,1zBtZ9AVeU48TWcO0sM6Ei,1981,1770,0,0,1475,0,0,0,0,0,0,1991,0,0,0,0,0,0,0,0,0
1770,Knock On Wood,Eddie Floyd,3YJx77Xx8JSwEoxqrkQO5c,1966,1771,1970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1771,My Little Town,Simon & Garfunkel,3obrfotpr4kLCKiOu2GZ4Q,1975,1772,1078,1491,1520,1538,1725,1678,1670,1800,1653,1800,1668,1936,0,0,0,0,0,0,0
1772,"Mien, Waar Is M'n Feestneus",Toon Hermans,0,1968,1773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1773,Whole Lotta Shakin Going On,Jerry Lee Lewis,19J1kwHa3sgxLwaWDleGhd,1957,1774,0,0,0,1982,1826,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1774,Love Grows (Where My Rosemary Goes),Edison Lighthouse,5Ts1DYOuouQLgzTaisxWYh,1970,1775,0,1895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1775,Me And You And A Dog Named Boo,Lobo,3wRiwV9HdarzkktRH7If46,1971,1776,1568,1566,1599,1623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1776,The Birds And The Bees,Jewel Akens,1ku1Ld7gd76GPxOphoQiR6,1965,1777,1910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777,The Morning After,Maureen McGovern,3gAdXCoPRBhIGRoa7XdyUq,1973,1778,1804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1778,This Is My Song,Petula Clark,19bB1aXA6XcATDhWwQFoWN,1967,1779,0,1938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1779,Paroles,Dalida,4VvTGipG8YaF09z0kfGqaD,1973,1780,0,1391,1752,1954,1338,1588,1500,1702,1593,1514,1752,1982,1942,0,0,0,0,0,0
1780,Sophietje,Johnny Lion,67Wkfb6aX9bgRDAUxKDMEd,1965,1781,1742,1937,0,1547,1305,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1781,San Franciscan Nights,Animals & Eric Burdon,7HgvOarjz4hTGBssqQyNlV,1967,1782,1470,877,1002,1328,1099,1216,1440,1268,1250,0,1742,0,0,0,0,0,0,0,0
1782,Rhinestone Cowboy,Glen Campbell,7gZD8Ime7bhJI8Do6AiYT8,1975,1783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1783,The Other Side Of The Sun,Janis Ian,3K3H4JG7xJ707UwKMjXJiB,1980,1784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1784,There's A Kind Of Hush,Herman's Hermits,3M1DkaY8EWkg7UVj18DaMz,1967,1785,1950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1785,To My Father's House,Les Humphries Singers,5gVQBSc8yaAXViTRJBzH6H,1970,1786,1476,822,1210,698,1187,1209,1390,1766,1257,1713,1987,0,0,0,0,0,0,0,0
1786,Maria Elena,Los Indios Tabajaras,3ygHAK1w3qP4wp83KXUiiu,1964,1787,1893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1787,Matador,Garland Jeffreys,47sazJGX3295PNhbJs41ZY,1980,1788,0,1669,0,1969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1788,Why Did You Do It,Stretch,38DAUnVJ0zqOdRuW7RG3sl,1976,1789,1409,1824,1954,1777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1789,Abergavenny,Marty Wilde,0IRHUlQ9XCp5aG9NIruLu2,1968,1790,1814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1790,At The Hop,Danny & the Juniors,4LcrHUkRmXG3c0YD5VYutn,1957,1791,1918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1791,Cheek To Cheek,Lowell George,2X1FqoDAFihHXurcwRNwBJ,1979,1792,0,1756,1802,1961,1831,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1792,Give Me Love,George Harrison,4XMRt4xFqLzGs4wDKkSSeu,1973,1793,0,1522,0,0,1694,1755,0,0,0,0,0,0,0,0,0,0,0,0,0
1793,Hymn To Her,The Pretenders,6W4d4HOa26OTzowZpYCnKE,1987,1794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1794,Even The Bad Times Are Good,Tremeloes,3pcPIODR7n3EWz4nhWg7Ky,1967,1795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1795,Fine Brown Frame,Lou Rawls & Diana Reeves,2d7aU9tHsxLLJfDx2P9mF0,1989,1796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1796,Free The People,Delaney & Bonnie & Friends,0,1970,1797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1797,Heartache Avenue,Maisonettes,4sUsKsKD56QEixq7wyeMHN,1983,1798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1798,Everybody Knows,Dave Clark Five,5xH80PFXAGUdWcCWlWCbqp,1967,1799,1931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1799,Hang On In There Baby,Johnny Bristol,4RYNJVKgNpwSZguajVfsef,1974,1800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1800,Hit The Road Jack,Stampeders,21EszlvwsfCmeftltV4CM5,1976,1801,1834,1901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1801,It Don't Come Easy,Ringo Starr,4RFqi5JQduiSlRZCVlUDGH,1971,1802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1802,Last Train To Clarksville,Monkees,20wbR4HxNaR4gWjMLQvUp2,1966,1803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1803,Ruby Is The One,Earth & Fire,3ODzuD1frpKusufq0Q3t9h,1970,1804,0,0,0,1903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1804,My Boy Lollipop,Millie Small,4Tsx5uLCyJphR0oAzbFS9D,1964,1805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1805,Paper Roses,Marie Osmond,19ErwmP0jgtD889IXuE2xg,1973,1806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1806,Personality,Lloyd Price,5vjigjfoXuJEttqLB3HTAg,1959,1807,1575,1922,1945,1744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1807,Rock 'N Roll Is King,Electric Light Orchestra,4pZnzl9t4eCCra5HDI87wi,1983,1808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1808,I Was Kaiser Bill's Batman,Whistling Jack Smith,57RnA0Qlu36O3QaVghkn46,1967,1809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1809,King Of The Road,Roger Miller,3XG7bMVcMWLIn2k9jLAaAt,1965,1810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
